Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Arab World,ARB,Primary completion rate total (% of relevant age group),SE.PRM.CMPT.ZS,69.26254272,69.28807068,70.07372284,70.30445099,71.16400909,72.20207214,73.25231934,74.11203003,75.12400818,76.00340271,75.54741669,76.56347656,77.41953278,79.82804108,81.66796875,82.69515228,80.90484619,82.70838165,84.57465363,82.89109802,84.36582947,85.1756897,87.03526306,85.06060791,85.99526978,84.90283966,84.34924316,84.49780273,85.40995789,86.52622986,87.33290863
Arab World,ARB,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,,11.62466049,12.12359664,12.85982059,12.94926328,13.31719734,12.38248323,11.94803867,11.96995918,12.10909578,12.59610141,12.46938035,12.46500076,12.39052074,11.35267279,11.19593731,10.42583785,10.02722365,9.724742137,9.329219931,9.400911559,10.47667327,10.66312906,10.73539313,10.87222662,10.96590054,10.76111531,10.89637856,10.50233556,10.00615353,11.48732104
Arab World,ARB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.39524758,50.78305244,50.77871123,51.15121053,51.409425,51.89568602,52.06257087,52.2640692,52.49701583,52.74084599,52.98930169,53.25144416,53.51562569,53.80116724,54.10558232,54.47030631,54.86573621,55.14907974,55.57907435,56.0097688,56.44088052,56.79189573,57.09839627,57.40073405,57.69232547,58.03146615,58.34562698,58.64232235,58.92659505,59.20164596,59.47176561
Caribbean small states,CSS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,79.624008,80.82275345,81.90323214,82.92840216,83.91047776,84.94172547,85.64553155,86.38265958,87.01268093,87.56630236,87.96511069,88.45208859,88.74644214,89.02250712,89.24802251,89.30142698,89.39179018,89.37286762,89.332055,89.31457828,89.17712733
Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,80.2988516,80.56954661,81.25461445,84.59666217,82.62368281,83.21684253,85.89261381,86.8292943,89.45359272,89.28647811,89.37636601,89.86027002,90.28472104,90.76065166,91.71137472,92.88082606,92.19118634,93.40706039,93.390648,94.40299572,94.88692238,94.80175088,95.66592874,96.69120818,97.29971146,97.68603014,98.22195403,98.8189269
Caribbean small states,CSS,Adolescent fertility rate (births per 1000 women ages 15-19),SP.ADO.TFRT,88.35201523,87.01271971,85.66632658,84.42838851,83.16321222,81.84258656,80.4543114,78.94755731,77.21194914,75.4755064,73.80366866,72.26988522,70.84434773,69.62680572,68.4828403,67.40115309,66.45831387,65.51476424,64.19477869,62.7846749,61.26006684,59.62291842,57.92430799,56.70021799,55.44671918,54.17207635,52.83205567,51.47595175,50.21549062,48.94137115,47.65514634
Caribbean small states,CSS,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,11.24818039,11.43113995,11.27768993,11.04220963,12.02429962,12.25189972,12.48169041,12.72634983,12.7140398,11.70899963,12.39435959,13.28343964,13.28526974,12.56087971,10.0645504,10.15402985,10.35274029,10.85251999,10.48184013,10.4644804,9.917779922,8.977370262,8.682840347,13.73248005,11.91345024,12.13342953,12.8542099,13.26352024,12.15764999,12.20629978,14.79491997
Caribbean small states,CSS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,21.48093926,21.16595944,19.70631241,19.52682203,18.53716662,17.98883578,16.91433033,16.19768488,15.87332562,15.51409606,15.38830487,14.69251138,14.49321917,13.31442969,12.9761463,13.01068082,12.83173456,12.666077,12.58189077,12.37827295,12.21170705,12.30215988,12.16034109,12.1870318,11.85866003,11.46823552,11.43831028,11.18234317,10.70239502,
Caribbean small states,CSS,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,,21.23135277,20.83167769,20.59592956,20.39581073,21.31517535,21.44856105,20.92145517,21.39527459,21.29993716,21.02807382,21.23315433,21.16465628,21.07859415,21.83287022,21.9310269,21.87929429,21.76108729,21.68377183,21.10751446,20.93161908,20.55966498,20.32137463,20.2715425,19.99112073,19.80767463,19.84451345,19.7071267,19.73342774,19.64555033,
Caribbean small states,CSS,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,57.28980135,58.00453636,59.70142729,60.07760274,60.14789625,60.56319045,62.16831831,62.40970246,62.82697623,63.45783124,63.37940394,64.14342671,64.42915258,64.85738405,65.09336861,65.11413152,65.4114532,65.6510414,66.31074207,66.69542292,67.22999364,67.37646616,67.57248584,67.82260739,68.33651054,68.68627703,68.85631815,69.08937883,69.6543156,
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2997.319563,2951.059638,2875.189721,3084.660831,3214.05181,3514.100743,3803.623288,4421.507074,4690.20395,4938.52388,5258.30631,5379.459475,5605.43481,5951.055409,6464.671128,7260.795899,8206.162342,9060.804021,10234.80996,8588.715063,9263.029591,9929.770862,10200.02028,10321.24032,10402.31367,10181.80616,9557.667766,9915.744684,10250.29173,10406.67071,8857.870922
Caribbean small states,CSS,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0,0,0,0.014833905,0.168093321,0.552033163,0.900278279,1.939210571,2.952776001,4.230140138,6.861084375,10.59382042,13.4437963,15.35648232,17.90464772,20.82016398,24.4998464,27.66798763,31.75089746,35.39109463,42.14125388,42.11062514,44.52869309,47.82092106,49.96500365,52.26414964,57.71852501,,,
Caribbean small states,CSS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,92.33537234,92.59062145,92.84255128,93.10280338,93.22675237,93.28945078,93.34186624,93.39505918,93.44903218,93.50346323,93.55821711,93.61380234,93.66998854,93.81977573,94.1030344,94.36098998,94.60121657,94.79744357,94.85841267,94.957923,94.78293016
Caribbean small states,CSS,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,83.61637574,83.89480917,84.17298833,84.45020314,84.76977754,85.11173958,85.4534054,85.79485796,86.13588294,86.47618147,86.81539912,87.14372371,87.47258568,87.79034953,88.06317788,88.32862729,88.57552848,88.77450216,88.97752466,89.15412197,88.86162239
Caribbean small states,CSS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,Primary completion rate total (% of relevant age group),SE.PRM.CMPT.ZS,95.19094086,94.12368011,93.40122223,92.05406189,90.26953125,88.4462204,88.23133087,89.08432007,91.05335999,92.9017334,91.96533966,87.00354004,88.51022339,87.83905029,89.75350189,90.0815506,90.68544006,90.11393738,90.86730194,92.01434326,91.11234283,91.94960022,92.44611359,92.03881836,,,,,,,
Caribbean small states,CSS,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,,16.05159606,16.44629463,16.62109487,15.77892907,15.35535411,15.00926568,14.84601324,14.14384152,13.92597152,13.37608844,12.7865746,12.54279507,11.63183085,11.14176239,10.53711576,9.403116474,8.882938298,9.072099409,10.1119007,10.31430331,10.49488698,11.11731945,11.65641295,10.84522543,10.55252863,10.60604821,9.763381883,8.709369595,8.01764027,9.827410438
Caribbean small states,CSS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,48.79721524,48.97352634,49.11941456,49.25822439,49.3948706,49.53384473,49.67590079,49.81927787,49.9647582,50.11025232,50.24799663,50.3260417,50.36349905,50.38371624,50.40153395,50.40934108,50.41649609,50.42242059,50.42751878,50.43037034,50.43402222,50.45632467,50.51800152,50.5913943,50.68010498,50.7845672,50.90634709,51.04462326,51.1993499,51.36997946,51.5564382
Central Europe and the Baltics,CEB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,91.64843707,92.20326744,92.71331549,93.24640023,93.73570224,94.11433416,94.48135748,94.85898438,95.2540551,95.47132888,95.75384169,96.02541132,96.17179132,96.30667449,96.43851466,96.54673701,96.63203247,97.35852486,97.36985411,97.5029926,97.51289758
Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.82783441,100,100,100,99.97964003
Central Europe and the Baltics,CEB,Adolescent fertility rate (births per 1000 women ages 15-19),SP.ADO.TFRT,42.03701211,40.59176431,39.18536979,36.68970627,34.19426424,31.68818478,29.17894982,26.64341616,25.58856255,24.59247322,23.71076827,22.77679163,21.91032859,22.37301333,22.82144916,23.18136066,23.37998105,23.41554772,22.65794477,21.99980864,21.4866074,21.02007794,20.62863773,20.42772224,20.24953678,20.06564262,19.86872478,19.67929429,19.43656744,19.18059235,18.90801699
Central Europe and the Baltics,CEB,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,,,,,,,,4.530350208,4.59469986,3.75722003,3.613440037,4.465479851,3.872839928,3.890769958,3.334470034,3.24458003,3.596529961,4.425300121,5.494050026,6.068059921,5.787960052,5.095379829,4.290689945,3.798399925,3.347879887,3.410619974,3.800139904,4.159399986,4.470029831,5.349510193,5.347849846
Central Europe and the Baltics,CEB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,21.66842926,22.22512107,22.51737428,22.72486251,22.39357493,21.30311329,21.82056023,21.44220117,21.49676618,21.30770583,20.80715022,18.8812926,18.15054772,16.61370257,16.0343503,14.89683465,13.98116956,13.20505558,13.12332172,13.45065946,12.99261524,12.88755463,12.4603349,12.0331581,11.40083471,10.36701036,10.14956568,9.701530964,9.275869066,
Central Europe and the Baltics,CEB,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,,38.14522215,36.62187676,35.75366926,34.6220774,33.94427061,33.9252538,33.2780187,32.92191795,31.8759369,31.23720835,31.30436982,31.52054899,31.32938958,31.94626796,31.93359351,32.29486085,32.95422264,33.54892434,32.07614898,30.97454685,31.17088744,30.86364001,30.70820026,30.86519196,30.81689223,31.4942223,31.73753057,31.84371076,31.8838937,
Central Europe and the Baltics,CEB,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,40.18345531,41.15622656,41.72960377,42.65379478,43.66575611,44.77300978,44.90231066,45.63744069,46.62534226,47.4554675,47.89077947,49.60174191,50.52345169,51.44500311,52.03604771,52.8088871,53.06758527,53.24491226,54.80455592,55.5724928,55.83838469,56.25287225,56.83270584,57.10283842,57.78631821,58.13818033,58.11315327,58.45845002,58.83634725,
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,2314.688781,2197.245977,2360.946348,2491.0123,2826.235767,3580.354508,3795.829168,3747.756715,4108.446136,3988.341046,3949.43197,4354.679805,4940.110144,5947.426161,7177.692915,8363.201593,9481.916814,12021.45241,14599.31975,12317.65734,12623.56039,13912.67053,13020.74382,13718.184,14164.07445,12522.66106,12831.40994,14254.7381,16047.2797,16346.56181,16197.29935
Central Europe and the Baltics,CEB,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,,,,,,,6.078940643,2.342726876,3.462293115,3.269417414,2.886271446,3.92201374,5.18001565,4.448710877,5.961395082,4.580690984,5.577655143,6.989803635,4.582325879,-2.340657909,0.330910432,1.562197123,0.405804987,0.132939693,2.269804054,3.771797033,4.511308425,5.229500264,4.758909248,3.780755096,-3.647498024
Central Europe and the Baltics,CEB,Individuals using the Internet (% of population),IT.NET.USER.ZS,0,0.002110211,0.023377661,0.140246289,0.367437456,0.587341803,1.068812458,1.79192321,3.515199038,4.967280248,7.053821236,10.23883,18.25547593,22.5931211,29.24634069,34.75088949,40.80060882,45.28417403,50.68652882,55.09862076,58.59131297,59.11034673,61.71634151,63.46399045,66.48339261,67.35117029,71.34198079,73.40956731,75.98213727,78.72948708,81.77477559
Central Europe and the Baltics,CEB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,98.79974248,98.81378912,98.82975529,98.84621558,98.87385011,98.98097867,99.08815939,99.19491259,99.2893194,99.39062756,99.47716816,99.56140753,99.65204466,99.73924813,99.79713239,99.79598728
Central Europe and the Baltics,CEB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,91.96959156,88.67736053,88.99656406,89.28045184,89.56080721,89.84697483,90.29544109,90.77086162,91.25098053,91.7058011,92.14679175,92.58755214,93.01768149,93.44304758,93.86935266,94.31577398,94.76747735,95.11811788,95.36541942,95.53816893,95.70646208
Central Europe and the Baltics,CEB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,89.09252925,89.42670739,89.78391892,90.48334441,90.84191245,91.26158579,91.6832712,92.07449012,92.45057138,92.82695622,93.18052272,93.46994341,93.76876226,94.04536014,94.29619612,94.32941741
Central Europe and the Baltics,CEB,Primary completion rate total (% of relevant age group),SE.PRM.CMPT.ZS,93.04514313,90.8911438,91.06778717,91.59594727,92.01821136,92.7093277,94.90041351,96.75724792,96.25289917,95.70993042,95.71656036,97.30819702,96.69966125,97.5399704,98.58931732,97.54273224,96.28206635,95.71605682,94.78743744,95.72088623,97.24108887,97.70146942,96.79386139,97.31368256,97.12010193,97.94967651,97.44618988,98.57182312,93.07649994,93.44750214,93.51818085
Central Europe and the Baltics,CEB,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,,9.247165399,10.1256277,11.53147081,11.36935301,10.83719134,10.18494673,9.159196173,8.952487779,10.38738209,12.43357487,13.21895115,13.73161007,12.93159792,12.91519387,12.04080071,10.09289405,7.803300488,6.604720238,8.488869857,9.902025683,9.788677852,9.977129534,10.04692582,8.951026722,7.816835981,6.488349999,5.296798981,4.316407385,3.781251379,4.372692025
Central Europe and the Baltics,CEB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.39184891,61.60331237,61.69341933,61.66523865,61.6367536,61.60923061,61.58724766,61.56317794,61.53401823,61.50506979,61.47618736,61.4954533,61.55576075,61.60215569,61.64818105,61.70269222,61.76389545,61.84184543,61.92454055,61.98604688,62.02606502,62.06393449,62.08177697,62.09681374,62.11364514,62.14067246,62.18448432,62.24845473,62.3336666,62.43813644,62.56208449
Early-demographic dividend,EAR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,34.2766894,35.15205918,36.17563795,37.11809145,38.21279908,39.31793791,40.36793567,41.48937797,42.9125708,44.58424661,46.06127994,47.63021979,49.41044446,50.98107936,53.09563401,55.16121523,57.16485981,59.64509958,61.93315497,64.24661621,66.4652864
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,55.89792074,56.60147765,58.3400124,60.04182417,62.01660423,63.5084727,66.1926442,66.70307244,65.4541739,68.94368835,70.02721759,70.82942344,71.85643311,73.31606559,74.70017268,76.30360435,77.6762939,78.36496387,75.17186894,81.10460835,82.26525488,83.11316806,85.73149882,87.01923574,89.37683677,91.11032606,92.25127606,93.38221567
Early-demographic dividend,EAR,Adolescent fertility rate (births per 1000 women ages 15-19),SP.ADO.TFRT,91.35271102,89.05165057,86.7587942,84.03103938,81.29776252,78.55201271,75.79242777,73.01697601,70.81312214,68.61010625,66.41029221,64.19297154,61.97349252,60.14010717,58.32028316,56.51528762,54.71715658,52.92267306,51.404909,49.8874258,48.36083976,46.83462664,45.2926734,43.67418726,42.0339807,40.37631959,38.67457122,36.97196557,36.17157983,35.36267317,34.54576489
Early-demographic dividend,EAR,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,,,,,,,,,34.39706039,34.46715164,33.50239944,32.67311859,31.66735077,29.03108978,27.54039001,26.56897926,25.3132,23.25618935,22.79338074,22.35687065,20.95055008,20.15205002,18.73109055,18.40460014,18.09650993,16.53355026,16.38291931,16.71998024,16.30567932,16.11241913,15.83467007
Early-demographic dividend,EAR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,53.48469817,53.17227816,52.59468888,51.81351291,51.0817094,50.53399698,50.04565108,49.84130387,49.51731729,49.24451916,48.68966392,48.39603767,47.91161037,46.8302977,46.20752132,45.09225834,44.24071478,43.73722094,42.99740577,42.18195899,40.86291517,39.45028416,38.86367689,38.30748639,37.53057818,36.88051678,36.12882164,35.25677984,34.60150645,
Early-demographic dividend,EAR,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,,16.99915493,17.01312384,17.01311506,17.33880841,17.20266638,17.2646895,17.33198432,17.26782854,17.34865554,17.40629158,17.5895379,17.66716574,17.88058975,18.34282706,18.75458766,19.1862856,19.63903258,19.72176589,19.97457337,20.45431089,21.09209744,21.74817965,21.81540243,22.03237401,22.24548407,22.31402599,22.4501824,22.61506484,22.62208473,
Early-demographic dividend,EAR,Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,,29.51727115,29.81522363,30.39238366,30.85171971,31.71525307,32.20265263,32.62342808,32.89581631,33.13467552,33.35517044,33.72191775,33.93757672,34.2095666,34.82812717,35.03905521,35.72630442,36.12130811,36.54166558,37.02971613,37.36871726,38.04655799,38.80231123,39.32150519,39.66120908,40.2245748,40.80458673,41.42157919,42.12817594,42.77789773,
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,915.1291884,946.7122915,1019.43302,1097.167489,1130.50368,1136.291262,1214.966039,1274.07238,1232.541674,1280.023111,1367.857071,1332.274291,1273.378422,1393.704493,1596.427816,1831.795518,2061.381239,2400.89818,2666.083398,2533.921244,3026.520496,3293.350765,3390.888136,3389.95391,3457.598489,3244.237034,3303.710575,3521.381645,3509.754222,3538.833413,3253.713456
Early-demographic dividend,EAR,Households and NPISHs Final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,6.371556464,3.368287011,3.850539184,3.435294969,3.481443893,2.481043193,5.735952529,5.695747191,3.342938139,3.046499034,4.119367527,2.104386887,1.901517997,4.299631884,5.926325508,5.949368995,5.192005656,6.397109007,3.693838115,0.617394295,5.879175762,6.209864921,3.986832474,4.284899508,3.467674268,4.685295778,4.550399634,4.573313245,3.592959976,2.821698494,-4.559880478
Early-demographic dividend,EAR,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.000242858,0.000959208,0.002356958,0.0054494,0.011410465,0.040377669,0.080194474,0.162571964,0.342002339,0.610515181,1.227261193,1.682055022,2.828285848,3.395432029,4.201648124,4.873934565,5.752670954,7.314519934,8.473965876,9.664196844,12.79285702,15.36355347,17.10776231,18.99934023,21.46585231,24.47004385,27.16990606,30.44538957,33.20463022,39.68158354,48.29986381
Early-demographic dividend,EAR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,80.57407468,81.11391238,81.6493623,82.18854091,82.72214529,83.23474184,83.75389688,84.26846781,84.77903025,85.27256589,85.76168136,86.24521678,86.72329373,87.19527275,87.66296974,88.12710134,88.58787917,88.90221426,89.35029878,89.78381672,90.20078259
Early-demographic dividend,EAR,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,,,,,,,,,,,36.70631585,38.40211043,40.17754015,41.96434441,43.76201056,46.0328525,47.83844244,49.6818568,51.53453111,53.39207347,55.25711529,57.12585014,58.98951527,60.852752,62.71317446,64.57218713,66.43063532,67.89711038,69.76213458,71.62594592,73.46644815
Early-demographic dividend,EAR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Primary completion rate total (% of relevant age group),SE.PRM.CMPT.ZS,70.82074738,71.22360992,72.08332062,72.86830902,73.56070709,74.18035126,73.94738007,73.81128693,73.95362091,73.9241333,75.54930878,76.56221771,78.45572662,80.6992569,82.47618866,84.27851868,84.84223938,86.46372223,87.96636963,88.86991119,89.37818909,89.31060791,90.96309662,91.67633057,92.8650589,92.8771286,92.51307678,92.17984009,91.91623688,92.05967712,93.42627716
Early-demographic dividend,EAR,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,,5.356582051,5.487297955,5.639919438,5.95292003,6.26934727,6.164276253,5.98092015,6.09926429,6.303957907,6.235296187,6.33296769,6.546610222,6.4966183,6.345463129,6.280243158,6.013418401,5.918131463,5.694946549,5.857540995,5.692678942,5.587833181,5.560118528,5.63669856,5.583522177,5.728936011,5.745712187,5.645611539,5.636733013,5.530104742,7.122093431
Early-demographic dividend,EAR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.93837688,35.30750743,35.66058633,36.00741387,36.35316038,36.69397633,37.02799248,37.3565303,37.6822615,38.00534095,38.33407281,38.65698564,39.01839054,39.37876871,39.74090055,40.10725998,40.47709109,40.8493268,41.22924134,41.61308403,41.99906469,42.37763647,42.75794516,43.14238016,43.53068829,43.92865352,44.32650759,44.72589825,45.13015616,45.54080543,45.9591828
East Asia & Pacific,EAS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,42.0016283,42.4716663,43.28986984,43.81671104,45.16660319,46.51266436,48.01291328,49.73366407,51.62553804,53.97520136,56.15622201,58.46673283,60.91184529,63.17966107,65.64518797,67.7332809,69.7403925,71.93905665,74.00840233,75.78222761,77.38338249
East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,92.22363722,92.72011328,93.19678045,93.39054208,94.21145838,93.84498555,94.84782602,94.92015438,95.35135071,95.16587648,95.54264368,96.14162161,96.39716808,96.60267894,96.72825171,97.09967976,97.19810814,97.85481497,97.8737146,98.05755679,98.01333385
East Asia & Pacific,EAS,Adolescent fertility rate (births per 1000 women ages 15-19),SP.ADO.TFRT,27.4592105,26.15701105,24.94655194,24.39063821,23.80655537,23.147896,22.32695242,21.45355043,21.28853171,21.01854195,20.6198254,20.08783578,19.41700151,18.83065023,18.39949825,18.1901503,18.0903678,18.22276131,18.82970726,19.49346926,20.07211441,20.58316037,20.93662558,20.8801701,20.79749588,20.74821996,20.68393743,20.61949375,20.63963049,20.63537324,20.59664414
